,Road name,Link no,Link Name,Start LRP,Start Offset,Start Chainage,End LRP,End Offset,End Chainage,Link Length,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
339,N5,N5-54,"Taraganj (Int.with Z5015)-Sayedpur , N518",LRP351,2008,353.695,LRP362,920,363.61699999999996,9.922,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,2.0141100584559486,,,,,,,,,,,,,,,,
340,N5,N5-55,"Sayedpur, N518 - WAPDA More (Int.with R570)",LRP362,920,363.61699999999996,LRP367,498,368.325,4.708,108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0,2.4248088360238005,,,,,,,,,,,,,,,,
341,N5,N5-56,WAPDA More (Int.with R570)-Sonapukur (Int.with N518),LRP367,498,368.325,LRP371,88,372.5,4.175,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,2.0000000000000053,,,,,,,,,,,,,,,,
342,N5,N5-57,"Sonapukur (Int.with N518)-Ranirbandar, Z5005",LRP371,88,372.5,LRP379,1360,381.88199999999995,9.382,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,1.9999999999999891,,,,,,,,,,,,,,,,
343,N5,N5-58,"Ranirbandar, Z5005 -Beldanga, N508",LRP379,1360,381.88199999999995,LRP391,1980,394.462,12.58,40.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.040.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.01237.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0481.0,2.0000000000000067,,,,,,,,,,,,,,,,
344,N5,N5-59,"Beldanga, N508 -Birganj (Int.with Z5007)",LRP391,1980,394.462,LRP403,1940,406.43199999999996,11.97,268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0,1.999999999999995,,,,,,,,,,,,,,,,
345,N5,N5-60,Birganj (Int.with Z5007) - Birganj (Int.with Z5008),LRP403,1940,406.43199999999996,LRP405,640,407.222,0.79,268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0,2.0000000000000515,,,,,,,,,,,,,,,,
346,N5,N5-61,Birganj (Int.with Z5008)-Thakurgaon (Int.with R587),LRP405,640,407.222,LRP431,3370,436.05699999999996,28.835,268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0268.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0431.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0264.0,1.9999999999999984,,,,,,,,,,,,,,,,
347,N5,N5-62,Thakurgaon (Int.with R587)- Boda int. with Z5003,LRP431,3370,436.05699999999996,LRP453,2125,456.93699999999995,20.88,181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0,1.9999999999999996,,,,,,,,,,,,,,,,
348,N5,N5-63,Boda (int.with Z5003)-Panchgarh Sugar Mill (int. with Z5021),LRP453,2125,456.93699999999995,LRP469,70,470.99199999999996,14.055,181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0,2.000000000000001,,,,,,,,,,,,,,,,
349,N5,N5-64,"Panchgarh Sugar Mill, int. with Z5021-Panchgarh, int. with Z5001",LRP469,70,470.99199999999996,LRP469,930,471.852,0.86,181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0346.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0418.0,2.000000000000032,,,,,,,,,,,,,,,,
350,N5,N5-65,Panchgarh int. with Z5001- Nizbari int. with Z5060,LRP469,930,471.852,LRP493,537,495.369,23.517,265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0,2.0000000000000044,,,,,,,,,,,,,,,,
351,N5,N5-66,"Nizbari, int. with Z5060-Banglabanda",LRP493,537,495.369,LRP524,20,526.033,30.664,265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0265.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0505.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0132.0,2.1356639707800675,,,,,,,,,,,,,,,,
352,N501,N501-1,Diabari More-Birulia (Int.with N511),LRPS,0,0.0,LRP006,660,6.611000000000001,6.611000000000001,42923.0,2.0,36.0,193.5,971.5,85.0,813.5,893.5,199.5,1003.5,721.5,494.0,82.5,177.5,1.5,5411.5,261.5,5673.0
353,N501,N501-2,Birulia (Int.with N511)-Dhour (Int.with N302),LRP006,660,6.611000000000001,LRPE,0,11.942,5.331,42923.0,2.004126805477396,35.925870460501685,193.10155372519657,969.499532010483,84.82497192062898,811.8248783227257,891.6601460127293,199.08919880194685,1001.4336390864845,720.0143204792213,492.98277798577317,82.33011980531637,177.1345001871958,1.4969112691875703,5400.356888805692,260.96153126169975,5661.318420067391
354,N502,N502-1,Bogra (Jahangirabad) Int.with N5-Katham (Nandigram) Int.with Z5207,LRPS,0,0.0,LRP020,906,19.936,19.936,26668.0,2.114616773675762,14.659866688806133,330.08344996086066,244.96164338069602,139.0322840809356,118.69763028678514,105.45646037431509,60.05816353156061,117.27893351044906,1139.2135113978702,587.340465403136,307.8572004649288,284.21225419266085,0.0,2856.7824086154146,592.0694546575896,3448.8518632730043
355,N502,N502-2,Katham (Nandigram) Int.with Z5207 -Kaigari (Nandigram) Int.with Z5030,LRP020,906,19.936,LRP023,536,22.555999999999997,2.62,26668.0,1.999999999999998,15.500000000000016,349.00000000000034,259.0000000000003,147.00000000000014,125.50000000000013,111.50000000000011,63.500000000000064,124.00000000000013,1204.5000000000011,621.0000000000006,325.50000000000034,300.5000000000003,0.0,3020.500000000003,626.0000000000007,3646.5000000000036
356,N502,N502-4,Omarpur (Nandigram) Int.with Z5202-Int.with Z5209 (Shingra),LRP026,558,25.578000000000003,LRP040,4670,43.7,18.122,25404.0,2.043151969981238,16.151515151515156,327.92470156106526,234.44168962350784,358.7594123048669,248.63544536271814,197.24426078971536,73.41597796143252,210.45913682277322,605.9265381083563,295.1322314049587,164.45179063360885,177.66666666666669,0.0,2568.0909090909095,342.11845730027557,2910.209366391185
357,N502,N502-5,Int.with Z5209 (Shingra)-Dalsarker (Int.with Z5211),LRP040,4670,43.7,LRP055,2120,56.13,12.43,25404.0,2.1649235720032167,15.24303232998886,309.47974730583445,221.25492382014136,338.580081753995,234.65031586770732,186.1497584541064,69.28651059085846,198.62133036046092,571.8446674098851,278.531772575251,155.20178372352294,167.67335562987748,0.0,2423.6421404682287,322.8751393534004,2746.5172798216295
358,N502,N502-6,"Dalsarker (Int.with Z5211)-Madrasha more, Natore (Int.with N602)",LRP055,2120,56.13,LRPE,0,63.29,7.16,25404.0,1.9999999999999991,16.500000000000007,335.00000000000017,239.5000000000001,366.50000000000017,254.0000000000001,201.50000000000009,75.00000000000003,215.00000000000009,619.0000000000002,301.5000000000001,168.00000000000009,181.50000000000009,0.0,2623.5000000000014,349.50000000000017,2973.0000000000014
359,N503,N503-1,Utholi(Int.with N5)-Aricha Road,LRPS,0,0.0,LRPE,0,3.2689999999999997,3.2689999999999997,11681.0,2.5842765371673297,0.0,139.6909327651515,64.23461174242424,45.27379261363636,45.27379261363636,162.90826231060603,9.673887310606059,17.412997159090907,314.9817708333333,166.39086174242422,126.53444602272725,168.32563920454544,0.0,965.840909090909,294.8600852272727,1260.7009943181818
360,N504,N504-1,Nagarbari Ferry Ghat-Kashinathpur,LRPS,0,0.0,LRP004,2986,6.653,6.653,18000.0,2.643920036073952,34.79681637293917,142.21307561114267,138.0525866969869,55.221034678794766,95.31301876065946,61.27265491756679,2.269357589539511,17.776634451392834,776.1202956225127,459.5449118817509,198.19056281978393,469.3787947697555,4.16048891415577,1782.5803865832859,671.7298465036952,2454.310233086981
361,N505,N505-1,Baderhat-Kazirhat (Latifpur),LRPS,0,0.0,LRPE,0,4.4,4.4,18000.0,2.0,46.0,188.0,182.5,73.0,126.0,81.0,3.0,23.5,1026.0,607.5,262.0,620.5,5.5,2356.5,888.0,3244.5
362,N506,N506-1,Rangpur (Trimohoni Chattar) Int.with N517-Mahiganj (Int.with Z5010),LRPS,0,0.0,LRP004,220,3.245,3.245,29381.0,1.8819722650231125,41.97723923366628,311.9068282299001,409.6766006222368,166.3148845587031,178.5361061077452,188.10054036351727,181.7242508596692,151.43687571639103,636.5662354674963,984.6053708858686,520.1989520222695,388.95365973473065,0.0,3250.844932045194,909.1526117570002,4159.997543802194
363,N506,N506-2,Mahiganj (Int.with Z5010)-Tista (Int.with Z5611),LRP004,220,3.245,LRP024,70,22.94,19.695,28021.0,2.0,8.5,303.5,385.5,157.0,147.0,177.0,159.5,132.5,599.0,926.5,489.5,366.0,0.0,2996.0,855.5,3851.5
364,N506,N506-4,Barabari (Int.with N509)-Kurigram,LRP033,1027,32.904,LRPE,0,50.016999999999996,17.113,8640.0,2.0224390814001043,3.4611672926899755,101.85720889916213,101.36275642877786,109.27399595492636,72.68451314648948,61.806558798035276,22.74481363767698,23.239266108061265,262.5542617740538,583.9483675238373,873.6975151690267,202.7255128575557,1.4833574111528467,1342.9329095637104,1077.9063854377353,2420.839295001446
365,N507,N507-1,Hatikamrul (Int.with N5)-Int.with Z5046,LRPS,0,0.0,LRP015,930,15.04,15.04,50109.0,3.0033244680851063,17.647110914323665,505.77285809165375,219.42351117998672,227.41465574496348,33.962364401151206,73.25215851228691,70.58844365729466,40.2886871817578,275.69448749169806,150.83285366393625,75.2499446535311,59.267655523577595,0.0,1614.8771308390526,134.5176001771087,1749.3947310161611
366,N507,N507-2,Int.with Z5046-Hamkuria (Int.with R604 and Z6034),LRP015,930,15.04,LRP021,220,20.36,5.32,50109.0,3.0,17.666666666666668,506.3333333333333,219.66666666666666,227.66666666666666,34.0,73.33333333333333,70.66666666666667,40.333333333333336,276.0,151.0,75.33333333333333,59.333333333333336,0.0,1616.6666666666667,134.66666666666666,1751.3333333333333
367,N507,N507-4,Int.with Z5209-Laxmikul (Int.with Z6015),LRP028,930,28.11,LRP043,1130,43.33,15.22,50109.0,2.9999999999999996,17.666666666666668,506.3333333333334,219.66666666666669,227.6666666666667,34.00000000000001,73.33333333333334,70.66666666666667,40.33333333333334,276.00000000000006,151.00000000000003,75.33333333333334,59.33333333333334,0.0,1616.666666666667,134.66666666666669,1751.3333333333335
368,N507,N507-5,Laxmikul (Int.with Z6015)-Banpara,LRP043,1130,43.33,LRP051,0,50.25,6.92,50109.0,3.000000000000001,17.66666666666666,506.3333333333332,219.6666666666666,227.6666666666666,33.99999999999999,73.33333333333331,70.66666666666664,40.33333333333332,275.99999999999994,150.99999999999994,75.33333333333331,59.333333333333314,0.0,1616.6666666666663,134.66666666666663,1751.3333333333328
369,N508,N508-1,Beldanga (10 mile)-Dinajpur Govt. College (Int.with R586),LRPS,0,0.0,LRP013,90,12.145,12.145,17996.0,2.125154384520379,24.468810538550947,272.92134831460675,56.93703990701278,26.3510267338241,138.34289035257652,47.525958930647036,17.410499806276636,56.466485858194496,200.45602479659047,168.9289035257652,313.85955056179773,174.57555211158464,1.4116621464548624,1009.8089887640449,489.84676481983723,1499.6557535838822
370,N508,N508-2,Dinajpur Govt. College (Int.with R586),LRP013,90,12.145,LRPE,0,15.975,3.83,17996.0,2.5013054830287205,20.789144050104387,231.87891440501045,48.374739039665975,22.388308977035493,117.53862212943633,40.37891440501044,14.792275574112736,47.9749478079332,170.31106471816284,143.52505219206682,266.66075156576204,148.32254697286012,1.19937369519833,857.9519832985387,416.1826722338205,1274.1346555323591
371,N509,N509-1,Barobari-Lalmonirhat (Misson More) Int.with Z5901,LRPS,0,0.0,LRP013,50,12.03,12.03,3688.0,2.039900249376559,0.0,43.13936430317848,45.59046454767726,9.80440097799511,37.74694376528117,19.60880195599022,9.314180929095354,14.216381418092908,305.8973105134474,307.3679706601467,282.8569682151589,300.01466992665036,0.0,792.6858190709046,582.8716381418093,1375.5574572127139
372,N509,N509-2,Lalmonirhat (Misson More)Int.with Z5901-Zilla Parishad More (Int.with Z5907),LRP013,50,12.03,LRP013,1825,13.805,1.775,12212.0,2.0000000000000004,13.499999999999996,124.99999999999997,160.99999999999997,33.49999999999999,62.999999999999986,55.499999999999986,65.99999999999999,43.49999999999999,926.4999999999998,1169.4999999999998,1240.9999999999998,673.4999999999999,3.499999999999999,2656.9999999999995,1917.9999999999995,4574.999999999999
373,N509,N509-4,Barakhata(Int.with R560)-Patgram Bypass (Int.with Z5904),LRP071,2980,72.97,LRP091,1193,90.973,18.003,12212.0,1.5,18.0,166.66666666666666,214.66666666666666,44.666666666666664,84.0,74.0,88.0,58.0,1235.3333333333333,1559.3333333333333,1654.6666666666667,898.0,4.666666666666667,3542.6666666666665,2557.3333333333335,6100.0
374,N509,N509-5,Patgram Bypass (Int.with Z5904)- End Patgram Bypass(Int.with Z5904),LRP091,1193,90.973,LRP091,3930,93.71,2.737,1957.0,1.835769090244787,0.0,15.797193750622009,41.94427306199637,10.349885560752352,10.894616379739317,26.691810130361326,6.53676982784359,8.715693103791454,62.0993133645141,104.04358642651047,205.36351875808612,278.35744850233954,0.0,287.073141606131,483.72096726042565,770.7941088665567
375,N509,N509-6,End Patgram Bypass(Int.with Z5904)-Burimary,LRP091,3930,93.71,LRPE,0,104.69,10.98,1957.0,1.6195810564663031,0.0,17.90586515211156,47.54315919698586,11.731428892762745,12.348872518697627,30.254737670809185,7.4093235112185765,9.879098014958101,70.38857335657647,117.93173255356234,232.77624697745026,315.5136928527244,0.0,325.3927908676825,548.2899398301746,873.6827306978571
376,N510,N510-1,Bogra Sath Matha More-Bogra St. Road,LRPS,0,0.0,LRPS,2784,2.784,2.784,14427.0,4.0,0.0,88.75,86.75,35.5,141.0,84.5,46.75,112.0,1527.0,549.75,237.75,296.75,0.0,2672.0,534.5,3206.5
377,N511,N511-1,Mirpur (Birulia)-Ashulia (Yearpur),LRPS,0,0.0,LRPE,0,9.462,9.462,14427.0,2.0,0.0,177.5,173.5,71.0,282.0,169.0,93.5,224.0,3054.0,1099.5,475.5,593.5,0.0,5344.0,1069.0,6413.0
378,N513,N513-1,Baderhat-Khayerchar,LRPS,0,0.0,LRPE,0,11.88,11.88,7710.0,2.0084175084175087,7.966471081307627,38.83654652137468,164.30846605196982,47.30092204526404,41.32606873428332,171.27912824811398,153.85247275775353,217.58424140821455,3154.7225481978203,1192.9790444258172,1227.3344509639562,2265.4652137468565,0.0,5190.155909471919,3492.7996647108125,8682.955574182732
379,N514,N514-1,Banani (Bogra)-Bogra Sath Matha More(int.with N510) (Left),LRPS,0,0.0,LRPS,3770,3.77,3.77,7710.0,4.0,4.0,19.5,82.5,23.75,20.75,86.0,77.25,109.25,1584.0,599.0,616.25,1137.5,0.0,2606.0,1753.75,4359.75
381,N514,N514-2R,Bogra Sath Matha More(int.with N510)-Int with N5 (Right),LRPS,3770,3.77,LRPE,0,8.67,4.9,5316.0,4.0,1.0,11.0,64.0,15.5,15.0,86.0,21.0,87.75,1404.5,571.25,590.25,1182.5,0.0,2277.0,1772.75,4049.75
382,N515,N515-1,Shahjahanpur(Int.with N5)-Subgram Bus Stop (Int.with Z5032),LRPS,0,0.0,LRP008,815,8.705,8.705,12407.0,2.055140723721999,52.55114589155953,96.83035215204023,127.48518725544997,85.15231973169368,71.52794857462268,83.69256567915036,16.05729457797652,87.09865846841811,631.1003353828954,364.9385131358301,261.2959754052543,282.705701509223,0.0,1616.4343208496366,544.0016769144773,2160.435997764114
383,N515,N515-2,Subgram Bus Stop (Int.with Z5032)-Mitaldi (Int.with N5),LRP008,815,8.705,LRPE,0,16.0,7.295,12407.0,2.0,54.0,99.5,131.0,87.5,73.5,86.0,16.5,89.5,648.5,375.0,268.5,290.5,0.0,1661.0,559.0,2220.0
384,N516,N516-1,SP Office-Int.with R547,LRPS,0,0.0,LRP001,200,1.3,1.3,38287.0,2.276923076923077,27.22972972972973,451.0472972972973,295.13513513513516,59.29054054054054,77.2972972972973,103.20945945945947,12.736486486486488,70.70945945945947,409.76351351351354,415.47297297297297,250.33783783783784,322.3648648648649,0.0,1921.8918918918919,572.7027027027027,2494.5945945945946
385,N516,N516-2,Int.with R547 - Santahar Bypass,LRP001,200,1.3,LRP008,160,8.0,6.7,38445.0,3.008955223880597,2.326388888888889,410.44146825396825,152.87698412698413,21.26984126984127,18.94345238095238,97.70833333333333,15.620039682539682,26.919642857142858,226.65674603174602,324.0327380952381,218.68055555555554,237.95634920634922,0.0,1296.795634920635,456.63690476190476,1753.4325396825398
386,N517,N517-1,Rangpur (Modern More)-Int with N506,LRPS,0,0.0,LRPS,805,0.805,0.805,32693.0,2.0,0.0,438.5,336.5,455.0,262.5,311.5,116.5,242.0,1069.5,741.5,648.0,529.0,0.0,3973.5,1177.0,5150.5
387,N517,N517-2,Rangpur(Int.with N506)-Rangpur (Shapla Chattar),LRPS,805,0.805,LRPS,3880,3.88,3.075,32693.0,2.2861788617886174,0.0,383.60953058321485,294.3776671408251,398.04409672830735,229.64082503556193,272.5071123755335,101.91678520625891,211.70697012802282,935.6223328591751,648.6806543385492,566.8847795163585,462.78093883357053,0.0,3476.105974395449,1029.6657183499292,4505.771692745378
388,N517,N517-3R,Rangpur (Shapla Chattar)-Int.with Z5010 (Right),LRPS,3880,3.88,LRPS,5075,5.075,1.195,22039.0,3.020920502092051,7.282548476454292,210.2008310249307,113.8725761772853,168.16066481994457,86.06648199445982,87.72160664819943,38.398891966758995,69.5152354570637,386.96814404432126,270.44736842105254,221.12465373961214,179.74653739612185,0.0,1438.6343490304705,400.87119113573397,1839.5055401662046
389,N517,N517-4,Int.with Z5010-Rangpur (Medical More) (Left),LRPS,5075,5.075,LRPS,8210,8.21,3.135,22039.0,4.000000000000001,5.499999999999999,158.74999999999997,85.99999999999999,126.99999999999997,64.99999999999999,66.24999999999999,28.999999999999993,52.499999999999986,292.24999999999994,204.24999999999994,166.99999999999997,135.74999999999997,0.0,1086.4999999999998,302.74999999999994,1389.2499999999998
391,N518,N518-1,Sutkir More-Sonapukur,LRPS,0,0.0,LRP004,510,4.16,4.16,15161.0,2.1081730769230766,1.8973774230330676,148.46978335233754,213.92930444697836,2.8460661345496012,5.6921322690992024,149.41847206385407,72.57468643101484,129.97035347776512,747.5667046750286,795.0011402508553,1185.8608893956673,1586.2075256556445,0.0,2267.3660205245155,2772.0684150513116,5039.434435575828
392,N519,N519-1,Medical College-Malgram,LRPS,0,0.0,LRPS,2640,2.64,2.64,15161.0,1.5,2.6666666666666665,208.66666666666666,300.6666666666667,4.0,8.0,210.0,102.0,182.66666666666666,1050.6666666666667,1117.3333333333333,1666.6666666666667,2229.3333333333335,0.0,3186.6666666666665,3896.0,7082.666666666667
393,N520,N520-1,"Kawok more, Ullapara-Srikola More(Int.with N5)",LRPS,0,0.0,LRPS,2601,2.6010000000000004,2.6010000000000004,15161.0,1.6501345636293736,2.4240447343895615,189.6815004659832,273.31104380242306,3.6360671015843424,7.272134203168685,190.89352283317797,92.71971109040074,166.04706430568496,955.0736253494872,1015.6747437092263,1515.027958993476,2026.5013979496734,0.0,2896.733457595526,3541.5293569431497,6438.262814538675
